plz	supermarkt	adresse	nr	lat	lon	id
	Fam Coop pinzolo Fil Mavignola			46.1906982	10.7879622	457157877
	Lidl			45.9654821	12.9667306	457158902
	Eurospar			45.9650764	12.9657692	457158991
				45.7948557	11.0958779	457521145
	Centro Commerciale Emisfero			45.6516338	12.3085754	458435570
	Coop	Viale Italia	32	42.7659473	10.3953382	459472692
39030	MPREIS	Gilbert-Wurzer-Weg - Via Gilbert Wurzer	12	46.7916093	11.9804873	460393459
				46.6990201	11.6756413	461053497
	LD Market			45.0119646	7.5560508	461657421
	CONAD			45.9883004	12.5486297	461686454
91010	Supermarcati Deco	Via Savoia	200	38.1724552	12.7338790	463491904
				38.0998519	12.7371714	463492089
	SMA Supermarket			38.0767998	12.6939569	463675238
				38.0387637	12.6153975	463676669
	Sisa			38.0358014	12.6118724	463677043
	Despar			38.0410464	12.5435328	463677293
	Tuodì Superfresco	Via Guglielmo Marconi	104	43.6191097	13.3816538	465611749
	Maxisidis			43.2648423	13.3505257	468736224
	Market Bazar			45.6279465	12.9925082	469084028
	Tuodì Superfresco	Via Flaminia	41	43.6056622	13.4928551	469091831
				45.6605612	11.5922413	469662936
36066	A&O Sandrigo	Via Monsignor Arena		45.6615553	11.6007574	469662937
	Despar			41.2681885	16.4200783	469833236
	Multiservices			39.9543273	15.9753357	470313108
	Coop			44.7006893	11.4016850	470343316
	Lidl			45.8851203	8.4080037	470371429
	Super Cappa Market			46.0174272	9.2362791	470440071
39057	Despar	Bahnhofstraße - Via Stazione	56	46.4541051	11.2647615	470827954
39057	Poli	Bahnhofstraße - Via Stazione	72	46.4536084	11.2691646	470828656
	Despar			46.7164936	11.6546047	471636625
	Basko			44.3884215	8.6429613	471654332
	Conad			42.2478817	13.9520950	472344304
	Tigre			42.2380042	13.9285468	472344310
	Carrefour			42.2416281	13.9297633	472344313
	Carrefour	Via Aurelia di Ponente		44.3823727	8.6363757	472366089
	CONAD			43.8889239	8.0409908	472443888
35020	Ipercity	Via Giovanni Verga	1	45.3782727	11.8548468	472579061
				45.5737617	11.2287011	472582060
	Mini Market			45.5936014	11.2093389	472582347
				37.7351552	15.1576831	472805158
	Eurospin			40.3834349	17.3436923	473872651
	Iper Pescara			42.5191081	14.1286002	474352309
36030		Via Barco	38	45.6088057	11.5090132	474359800
	Penny Market			45.7259606	9.0651057	474598058
	LD market			40.9288907	8.8138708	475089082
	Alimentari Matteini			43.5886184	11.6283205	475203772
	Punto Simply			43.5851163	11.6248477	475204022
34070	Lidl	Via Padovana		45.3727262	11.2876137	475309531
	Carrefour			41.7775543	12.4424040	475592051
	A&O			45.3826400	11.2086734	475603028
	Alì	Via Nazareth		45.3999872	11.8942816	475664923
	Pam	Viale Tibaldi	35	45.4442762	9.1821591	478793750
17024	Penny	Corso Europa	55r	44.1714897	8.3546219	479043881
	Little Market Scarrone			44.1719368	8.3538465	479054879
	Simply Market			41.2211550	9.1830608	479109427
	Carrefour			45.1922811	9.1442945	479733884
				44.6545364	12.2473811	479754719
				40.7455861	14.6091687	481302077
84016		Via Guido Tramontano		40.7460283	14.6091687	481302739
59100	Supermercati PAM	Via Ferdinando Targetti	20	43.8904260	11.1009043	481356973
	Famiglia Cooperativa			46.0912311	11.2817727	482829649
	Frischecenter Rungg			46.6177284	10.5913312	483034369
				40.3976888	17.2690247	483340144
39048	Spar	Streda Puez	1a	46.5554967	11.7595200	484750135
	CM Alimentari	Via Castelvetrano	36g	37.6496500	12.5995756	484937974
				43.5380202	12.0548992	485352659
	Penny Market			43.5717535	12.1300243	485352787
	Coop			43.5758965	12.1277744	485352792
	Ekom			43.1001234	10.5427209	488441177
	Alìper	Via Andrea Previtali	30	45.3468841	11.7730400	489590392
38066	COOP	Viale Rovereto	39	45.8827703	10.8540134	491402691
	Shop Obereggen			46.3842510	11.5263450	491472990
	Tuodì			43.1650446	10.5696789	492776110
	Coop			42.5033800	11.2051856	492806979
	SMA			42.4467621	11.2411153	493921304
60035	Carrefour	Piazzale Anna Ciabotti	20	43.5105071	13.2310508	495095385
	Tigre	Via Italia	1	43.5018294	13.1551227	495312429
	Reformhaus			46.5673283	11.5612393	496088079
	SMA			43.3138123	11.3282741	496123652
	Conad			46.0058114	11.2430340	497088867
	"Kastelruth, Wegscheid"			46.5669082	11.5600562	497249783
08020	Dettori Market	Via Telti	1	40.7179752	9.6820577	498459613
	Mega			45.7848353	11.8806710	498731257
	Aliper			45.7751968	11.7510448	498734452
	Carrefour			40.8351845	14.2377925	499484968
	Supermercato Carrefour			45.3195986	8.3934446	499620964
	Coop.fi- Montevarchi	Via dell'oleandro		43.5352720	11.5624186	500919181
	Conad Solaro			43.8140069	7.7527640	503198205
	Carrefour Express			44.3520001	9.2226840	503412545
	Punto SMA			44.3545765	9.2121144	503412779
	Gulliver			44.3517931	9.2236773	503445924
				43.9790769	12.6960604	503495931
	"Ortofrutta ""Stadio"""			45.9545881	12.6529999	504016110
				37.8840432	15.2963095	504617758
	Conad			42.4704342	14.1801637	504933016
	Basko			44.3936782	8.9748914	505774153
	Supermercato IperCoop			45.1245319	8.4657535	505872216
20141	Carrefour Market	Viale Giovanni da Cermenate	62	45.4368951	9.1825633	506109997
	Conad			45.5435044	11.5700279	506284692
	Pam			45.9132025	12.8601955	506801479
	Conad City			42.2370335	12.6168246	506804752
20835	Penny Market	Via Carlo Cattaneo	7	45.5932198	9.2349241	508081898
				44.6901869	11.3982667	508463263
	SuperM			45.5645160	12.1979917	508932694
	Crai			44.8549232	10.3083451	509024956
	Conad			43.8786692	10.7721834	510663714
51016	Conad City	Via Pistoiese	1	43.8803079	10.7826156	510663755
	ekom			44.3994847	8.6649141	511193425
	Amelia Pam	Via Liri	2	39.2121284	9.3042335	512197280
62100	Euro Spin	Via Roma	274	43.2841848	13.4329847	515205561
	Maxi			45.9224548	13.6021767	516390460
	Carrefour Express			44.4005463	8.9641865	517396061
	Lidl			45.6028907	12.2407928	517543098
	Despar			45.5613470	12.2321893	517997278
62100	Simply Market	Via Giovanni Verga	72/A	43.2840938	13.4309182	518694540
62100	Euro Spin Quattro P S.r.l.	Via dell'Industria	"112,114"	43.2682990	13.4852032	518992265
62100	Coal	Via Marche	1	43.2947070	13.4538643	519628904
	Famiglia Cooperativa			46.1754026	11.2203292	521418686
				46.1740118	11.2224578	521418908
				44.3955373	8.9757883	521772739
00145	Conad	Via Tito	13/15	41.8544841	12.4869757	521790382
	U2	Largo Fausto Bocchi	9/A	44.7993529	10.3415309	523806720
	DE Spar			46.5522118	11.8727044	525736500
				45.9288025	13.1164621	526402313
	Interspar			46.0201007	13.2870327	527332535
07020	Dettori Market			41.1754658	9.3663197	528134030
67023	La Bottega nel Parco	Viale della Vittoria	12	42.3653500	13.7260210	528762334
34170	Godina	Via dei Cappuccini	1	45.9404323	13.6242713	528853666
	Eurospar			45.9049218	13.3135164	529531942
	Eurospin			45.9042456	13.3125860	529548552
	Coop			45.9068062	13.3137958	529603057
				45.9068275	13.3064141	530758163
	Conad			41.7048614	15.9677783	530850169
				42.2257333	11.7089923	531437935
	Conad			44.4279989	12.1941053	531908261
				46.1780451	11.2256122	533628929
	Despar	Via Pordenone	68	45.9149842	12.8483950	533925006
	Conad Stadium			44.2145432	12.0549075	534649306
34072	Eurospar	Via Papalina	1	45.8902592	13.4942649	534745874
	Coop	Via Pietro Nenni	9	43.7656895	11.1966679	535339048
				45.6971068	9.1223637	535874891
	Coop			44.4229147	12.1830080	536808428
	Lidl			44.5828528	11.3679890	536820871
	Galioto Carlo			38.0194372	12.8861039	538509373
	Despar			46.4832961	11.3433759	538833213
				45.5959478	9.0697390	539322474
				45.5872029	9.0787255	539377573
	Esselunga di Campi Bisenzio	Via Magenta		43.8216784	11.1216098	539522372
	Conad	Corso della Repubblica	78	41.5272952	13.1556086	539527828
	Super Di	Via Giuseppe Verdi		45.6024789	9.0791486	539588745
	Metro			45.5201451	9.1171311	540699221
	GrosMarket			45.5273732	9.1127280	540699244
	Sma Auchan			45.4860592	9.1602275	540813348
	Despar			37.5079106	15.0547293	540857562
	Coop	Via Arona	15	45.4824458	9.1594270	541064046
57122	Lidl	Via Fabio Filzi	1	43.5661422	10.3179370	542209740
	Lidl			45.5126491	9.1263802	543412141
				46.1605689	11.1876903	544450054
	EuroSpin			46.1389392	11.1091253	544514005
				45.5970090	9.0804347	548258691
21054	U!	Piazza Alfredo Di Dio	22	45.6697477	8.8700808	549436231
	Sigma			45.4897273	9.3003560	550026284
	Famiglia Cooperativa (Coop)	Via Giuseppe Giusti	48	45.8055178	10.5512194	550411754
				42.2317120	12.5902670	551941651
	Penny Market			45.9691772	12.6119541	552376106
	Despar			46.5000794	11.3569451	553022568
	Lando			45.2116159	11.8894953	553058078
39020	DESPAR	Rathausplatz - Piazza del Magistrato	8	46.6639493	10.5852842	553313821
39100	Despar	Via Museo - Museumstraße	2	46.4996546	11.3524042	556362560
20852	Coop	Piazza Martiri della Libertà	12	45.6056376	9.3029253	556477267
				42.2063503	12.4787913	557245127
	InCoop			42.2144682	12.4803403	557245149
00136	Todis	Via San Tommaso d'Aquino	114	41.9139091	12.4506883	560169212
00144	Simply Market	Viale Beethoven	48	41.8325310	12.4662665	560195548
	Carrefour Market			45.8600265	8.6886221	560666699
38015	Famiglia Cooperativa	Via Alcide Degasperi	2	46.1384202	11.1120562	560931523
	MD LD Discount			46.4917412	11.3422122	561078976
38015	CONAD City	Via Matteotti	8	46.1387907	11.1139086	562715338
70038	Supermercato Anna	Via Genova	34	41.1316755	16.5391821	563766814
	Conad			44.9174534	10.3676619	563837496
	EuroSPIN			46.0545335	11.1206354	563872221
42020	Conad	Via 25 aprile	1-B	44.6219756	10.6030876	564669259
	Conad Campus	Via Bruno Schreiber	15e	44.7669078	10.3189035	564669260
	Conad			43.5938962	10.4711973	564728610
	DiMeglio			41.1333586	16.5418772	565485184
	PAM			41.8298020	12.6148825	566234123
	Castoro			41.8833020	12.5033453	566506486
	Coop	Via dei Lamponi	5/A	44.4743529	11.3700856	566627412
	Alì			45.4822670	12.2003895	566696229
	Cadoro			45.4851613	12.2089432	566696230
	Buccolini			41.4462597	12.6278114	566947184
	Superconti			42.5812670	12.6189054	567175234
	Conad			42.5803739	12.6211083	567175244
	Superconti			42.5896218	12.6017642	567182447
	Gros	Piazza Alessandria	7	41.9113849	12.5020762	567362638
				41.0896629	16.9905158	568341501
	Coop			38.0924649	13.3642602	568516590
	Eurospar			41.1557701	16.4165572	568817631
	Il Gigante			45.3248222	9.4592395	571456694
	Ipercoop	via Petrosa	19	43.8210129	11.2092604	572598382
				45.3775054	9.2164485	573359955
	COOP			45.3700666	9.2128866	573359960
	supermercato di lavinaio			37.6367669	15.1041531	573409448
	Family Market		75	45.5297627	10.0790186	577264562
	Pam			37.6079060	15.0969562	577397949
	Crai			37.6149807	15.0996900	577398872
	Supermercato Cadoro			45.5587847	12.2454672	577568706
				45.3773922	9.2109088	578430880
	Billa			41.4625642	12.6286168	579435359
	Coop Sgonico			45.7062995	13.7479621	581962435
	Emi			43.0632684	12.2982574	581963407
	Öhler			46.5610910	11.4122167	582654186
				41.9305866	12.5213886	582822727
	Lidl	Via Ippolito Nievo	31	42.4132096	12.1246008	583216053
	Sigma			42.4289022	12.1117855	583216063
	Carrefour Diaz			41.4629381	12.6592997	585150701
	COOP			44.0015657	11.2413746	585171888
	NovaCoop			45.5480812	8.7757479	589978015
	Conad	Corso di Francia	124	41.9419568	12.4713016	590051754
	Carrefour			41.9445438	12.4737019	590053563
	Tuodì			41.9440690	12.4742207	590053707
	Pam			45.9602673	12.6568478	592062446
	EuroSpin			45.5146848	11.0164231	592295612
	Tigre			43.1569493	13.7324417	592624429
20136	Natura Sì	Piazzale di Porta Lodovica	3	45.4518951	9.1870304	593500379
	Carrefour Express	Via Cosseria	1	45.4520750	9.1847778	593505050
				45.6782048	12.2186802	593777779
38121	EuroSpin	Via Padre Emilio Chiocchetti	12	46.0944900	11.1198111	594977365
	Supermercati K			40.7066514	17.3428681	595232569
36015	Lidl	Via Vicenza	41	45.7068750	11.3693337	595388362
	PAM			41.4638480	12.6627856	597703169
				42.1485185	14.5888309	597718373
				42.1499285	14.5814524	597718404
				39.0491049	8.4564785	597844969
	UNES			45.5325411	9.2823773	598471973
34151	Rivendita sociale di Opicina / Društvena prodajalna na Opčinah	Via degli Alpini	95	45.6901328	13.7888751	598495464
	Coop			43.5837308	11.3168547	598502280
	Eurospin	Via Federico Garofoli	260	45.3928653	11.0328871	599053401
	Coop Via Laurentina			41.8104404	12.4844165	599158330
	Carrefour Express			44.3832620	9.0283800	599312683
	Pam			43.4792801	11.1303146	599701166
	Supermercato			45.4716667	10.7432076	600181218
				45.6192181	13.8215995	600397464
	EuroSpin			43.7741851	10.4002325	602086088
				45.6326525	13.7874419	602550394
	Margherita			42.8721029	13.7106772	602797943
	Lando			45.4455544	12.0753002	602990237
				39.4543503	9.6409852	603929136
48121	Conad	Via Cesarea	8	44.4114290	12.2065039	604243999
	Maxi-Mode-Center			46.4404733	11.2600530	604986942
	parcheggio Piazza Marco Matta;minimarket CRAI			45.0262809	7.4512229	605052345
	Eurospin			45.5956546	10.2257828	605264743
47018	Conad	Viale Roma	24	43.9447873	11.9080637	605290062
	A&O			43.9465632	11.9074169	605290069
00147	Coop	Via del Giorgione	11/57	41.8507416	12.4948756	606079762
	Crai - La fornace			44.4265530	11.9164492	606355990
70043	Eurospar	Via Aldo Moro		40.9617179	17.2800191	606950017
	Alìper			45.5996720	11.5775727	609051328
	Coop			45.7810549	12.9938743	610415889
	D più			42.8593785	13.5642090	610647855
	Conad Superstore			42.8573008	13.5932205	610671412
	Tuodì			41.9320380	12.4218555	610928415
	PIM			41.9271499	12.4161852	610928416
	PIM			41.9257493	12.4201873	610928417
	Carrefour			41.9393331	12.4236986	610928424
	Despar			45.7762957	12.9984960	610940330
20136	myAuchan	Corso San Gottardo	29	45.4490027	9.1800037	611595906
	Carrefour Express	Via Vigevano	22	45.4532302	9.1719824	611610770
	Conad			44.0935859	12.3988764	611817364
	Famila	SP147 Via Adua		45.4972115	8.9344133	611892709
	Famiglia Cooperativa di Besagno			45.8377514	10.9690495	612132365
70131	Supermercato			41.0733031	16.8587351	612414663
	Coop La bucinese			43.4784044	11.6206003	612616774
39042	MPREIS	Venetostraße	51	46.7061400	11.6498678	614388124
	Todis parioli			41.9240417	12.4924095	614411280
25088		Via Giordani		45.6361490	10.6048212	614881957
	u! unes supermercato	Via Luino	2	45.9626846	8.6838421	615204275
	Regina Poli			46.0106940	11.2984452	616097875
	Supermercato SIDIS			41.0977093	16.8534115	616872119
	Supermercato Lucarelli			41.0929324	16.8597938	616872150
	Rungg			46.6263497	10.7778455	617018596
	Ipercoop			41.1047812	16.9114137	617297617
	"Ipercoop ""I Portici"""			44.2245832	12.0499518	617351717
	Ekom			44.3095457	8.4775375	617655534
				37.5759935	14.9097382	617893676
30173	Spak	Via Amerigo Vespucci	43a	45.4925799	12.2533815	617964249
38121	Supermercato PAM	Via Giovanni Battista Trener	16	46.0946011	11.1162507	618033185
10023	Carrefour Market	Viale Francesco Fasano	8	45.0137966	7.8172572	618071197
	Oviesse			38.1046369	13.3346119	618618876
	Iper Magenta			45.4609673	8.8699850	618988303
	MPREIS			46.3196774	11.2735331	619305254
	Despar			46.3156612	11.2735975	619305255
	DeSpar Bendetta			46.4126295	11.2459121	619377425
39052	Despar	Bahnhofstraße - Via Stazione	36	46.4161538	11.2481018	619377444
	A&O			37.5653746	14.9155842	619548575
	Esselunga			45.4719269	8.9052087	619550329
	Carrefour			45.4710128	8.9074618	619550330
	Punto Simply Market			41.1191995	16.8600207	620120664
36100	Alì	Via Gioachino Rossini	71	45.5430936	11.5173101	620146774
	Coop			46.0533897	13.2519628	620401448
	Eurospar			46.0579300	13.2480484	621109803
	Despar			46.0632906	13.2509037	621109804
	Coop			44.4937508	11.3128726	622143635
	Gieffe Despar	Via Lampedusa		39.1543591	9.0196900	622472325
	Coop	via Macelli	5	43.7856502	11.0992254	622486361
	Ipercoop			41.0976734	16.8291716	622527730
20841	Conad	Via Mascherpa	14	45.6718793	9.2318216	622569807
				45.6811648	9.2275925	622994360
	Bosco - Supermercati Maxi			45.6899828	13.7768260	623869157
	Dpiù			46.4256250	11.6986997	623890478
	PAM	Via Ferrucci	132	43.8731495	11.1051881	625386038
		viale Veneto	1	43.8778788	11.1027556	625386039
59100	NaturaSì	Via Giuseppe Valentini	28	43.8723447	11.0995122	625386042
	"Ruffo Alimentari - Macelleria, Pane, Alimenti"			45.6364959	10.7314727	625952418
	Supermercati Dok			41.3083124	16.2710739	626149034
30123	Punto Simply Market	Rio Terà Canal	3017	45.4339856	12.3240736	626923862
	Ipercoop Pinerolo			44.8839072	7.3527490	628081694
	il gigante			44.5187435	11.3274125	629734248
10126	Prestofresco	Piazza Giosuè Carducci	169/173	45.0413826	7.6715305	630543232
	Gulliver			44.9943399	9.0181487	630638924
	Spesa A&O			41.3105799	16.2728740	630736130
	Supermercati Dok			41.3085960	16.2750587	630736131
19032	Conad		1	44.0742075	9.9125781	631496026
	Al Forno di Lorenzon			45.6451664	12.1353034	631497205
	Lidl			46.4040089	11.3233263	631685634
	Coop			44.4267779	8.8209622	631976473
	Gulliver			44.9916790	9.0086003	632294849
	Conad			44.2950825	12.0171699	632830285
	simply			41.3120046	16.2650210	633021891
				41.7448683	12.3464682	633191554
	Famila			44.4249698	12.1651976	633283772
				45.1765240	9.2050224	634437163
	Io Si			43.2499951	13.5094575	634479732
	Macelleria Cavarzano			46.1497594	12.2160455	634522901
35134	Alì	Via Gerolamo Induno		45.4319263	11.8823776	634752348
	GS			41.7515958	12.3550873	636044428
60128	Sì con te	Via Bartolo da Sassoferrato	1	43.5915338	13.5175864	636108666
60127	Coop	Via della Montagnola	66C	43.5965674	13.5114458	636151060
	Interspar Le Dune	Contrada Giordanello SS 115		36.9537379	14.5779017	637058461
	LD Market			45.3601850	9.6795606	637790678
65124	Stella d'Asia	Via Arapietra		42.4687328	14.1966349	638789937
				41.2102327	14.2356963	639002465
	Prix			45.5193474	11.5649068	639961199
	E.Leclerc Conad			42.3429228	14.1260209	641452030
	Lidl			45.5021888	9.1147192	643630943
	Ipercoop			42.8585322	13.7098023	644058425
39030	Despar	Klausbergstraße - Via Klausberg	91	46.9950608	11.9806245	644893506
	Sisa			42.4804900	14.1933357	646787601
	Conad			43.8717320	10.2448400	646979283
	IN's			41.9354989	12.4222120	647045351
	Oasi			42.8463070	13.6234245	647384024
	U2			45.4594611	8.8956025	648480270
	Ekom			44.3811054	9.0682848	648547757
	Tigre	Via Nazionale Adriatica Nord		42.4861300	14.1855430	650515981
	De.Ca.			41.1017553	16.8646362	650731812
	Coop		5818	45.4368763	12.3398445	651278578
	Punto SMA			44.4544162	8.9830754	652439344
	Carrefour Express			44.4546526	8.9835657	652439347
	Carrefour Express			44.4076822	8.9794971	652497730
	Conad	Corso Carlo Alberto	2	43.6079828	13.5026745	653001436
60127	Sì con te	Corso Carlo Alberto	10	43.6075751	13.5038904	653001442
	Margherita			42.4719071	14.2051582	654502531
	Aliper			45.0882347	11.7838144	656030924
	Coop	Via Picarel	45	46.0773733	10.9988790	656406895
	Conad			41.5765750	14.6734808	656476914
				43.6350105	11.0195881	657913817
	Cadoro			45.4792612	12.2510453	658085769
